The meat here is horrible and the horchata is nasty taste like dirty sink water. I do not recommend this Filibertos.,,,,
Great tacos and deals. Churros were great \n! Will come again! Great ace for a quiet date@,,,,
Great food. Ordered a chicken bacon club hot and an Italian sub cold. They were both deliciousness. We watched some sports on the TVs they have. Child friendly environment  polite staff. Recommend to anyone that need a nice sandwich for lunch. Cheers!,Service,Ambience,,
Great place to go for late night happy hour when on Fremont Street. $3 well drinks $3 meatballs and only $7 for their award winning Cal-Italia pizza!,,,Value,
Oysters were fresh ciopino was awesome and large enough for two. Kinda weird eating in a smoke filled noisy environment right on the casino floor. The quality of the meal definitely outweighed the awkward dining area,,Ambience,,
This is my go-to place in the area. I first went here on the recommendation of a local resident and was skeptical when I saw the outside. The food is EXCELLENT. Myself and many of the people I travel with keep hoping we can get sent back to Vegas just to go here!,,,,
This restaurant has the best service and amazing food for the best prices. It is cheaper than panda express but taste like pf changs! Seriously good. They have Chinese doughnuts filled with lotus cream!,Service,,Value,
I love this place. I am not a pizza connoisseur but if I were I am sure this place would be at the top of the list. Their pizza is divine and I am not one to eat crust but here I do because it is not an overpowering clump of dough like in just about every other pizza joint that I have been to. \nDelicious and not too pricey! The Margherita Pizza is to die for.,,,Value,
"I ordered the meatball parm which was listed under ""Dinners"" which states dinners come with garlic bread. I did not get garlic bread I called and was told ""that\'s like the only one that doesnt come with garlic bread""\nAnd i also ordered a side of rigatoni with butter which was $5.50 and i got about 15 noodles.\nSo i paid $14.45 for my meal plus $3.55 tip so $18.00 and got this",,,Value,
Favorite place to get teriyaki chicken! The staff is always super nice and the food is guaranteed delicious! Called in an order for pick up and when I got there about two minutes later they had my food ready for me! Customer service is excellent,Service,,,
mediocre. the food is okay but nothing to rave about. for the price you could definitely find something better. i ordered a shrimp pasta which had tasty homemade (i think) noodles but there were TINY little cut up pieces of shrimp in the pasta. for $18 i think they could have put a few whole shrimp in the dish. kind of lame. they could also use some less expensive wines on the list. probably wont be back.,,,Value,
Not pet friendly at all. Wanted to get my bulldog a puppacino until they asked for me to take him outside before I could even asked. They were quick to assume I was going to stay inside with my dog.,Service,,,
Reasonably good burgers ... very clean environment. Cashier lines get backed quickly. Could improve the order taking by adding additional cashier. Decor doesnt have a theme as other Fuddruckers do. Decent and clean.,Service,Ambience,,
The food here was very standard nothing special or notable on the menu. Servings are large for the price but it takes horrendously long for anything to come out. We had the pork lo mein and found it hearty but bland. Friends have said the same of other options. \n\nTL; DR - mediocre food for super low price after a long wait.,Service,,Value,
This place definitely deserves 5 stars. Very nice and cosy place very friendly staff and relaxing ambiance. I love it! Everything you need in a coffee place. I am not much of a coffee person but i tried their Hawaiian and it is awesomee! I will definitely come to this place when i want to chill and hang out.,Service,Ambience,,
"Have visited a few places from ""Diners Drive-In and Dives"" recommendation and haven\'t been thrilled with the outcome. Not so with this place. Pizza is outrageously good...super light crust and excellent ingredients. The bruschetta is also worth a try. The place is really tiny so if you\'re going on a Friday or Saturday night or during busy lunch hour - be prepared to wait. Even if you live on the east end of town this is worth the drive!",,Ambience,,
AWEFUL I ordered a pesto plate and it was really dry and my husband ordered a sandwich and when it came it out it was really dry. He had to aske for some mayonnaise and mustard and my bread was so dry that I could not even break it with the knife as I was hitting it...... We wanted to order a pizza and were told it would take 45 minutes for it. Well it took us 1 hr and 30 minutes for all of our party to get their orders anyway. When in Mesa I WILL not go back to that Italian place.,Service,,,
Great pizza !! And the giant meatballs were worth coming back for ! A bit slow on the service but overall highly recommended.,Service,,,
We had the spinach pie canzone which was excellent. It oozed cheese great tasting spinach slivers of garlic and plenty of pepperoni in a crispy cust. Highly recommend,,,,
Awful worse then Taco Bell I got a burrito and it was just full of canned nasty beans and tiny bit of meat,,,,
Will change your LIFE! Get there early and be prepared to wait for the best BBQ you will EVER taste!,,,,
This is not meant to be a 5* experience. this is some decent food HUGE variety and great pricing. You can get a plate of biryani for 1.5x the price of a starbucks coffee. think about that,,,Value,
The best Italian restaurant in Toronto. Pizzas are great but the appetizers pastas and other entrees are sensational. When you sit you get great bread and olive oil to munch away. Good beer and wine selection and to finish outstanding tiramisu or other desserts. Well worth the high price.,,,Value,
Their Tandori combo is the Best in Las Vegas tried many Indian restaurant and I keep coming back to India Masala at Riviera hotel is really delicious.,,,,
Food was fantastic with authentic taste however service was terrible ..... I recommend the beef vindaloo ..,Service,,,
Tried this spot for the first time a couple months back and I keep going back because its that good! My favs are the deep fried spring rolls rare beef pho and grilled chickenbeef with rice! So flavorful so good!,,,,
Beautiful decor delicious food. The lamb was tender and well-flavored. Also had the chard starter which is not something I would have ordered had the waiter not recommended it. The flavor and texture reminded me of tabbouleh but with olives added. The food presentation is like that of a Michelen-starred restaurant.,,,,
Super random but super cute friendly and delicious! Service was really great for a busy Sunday morning breakfast! Great find and definitely recommend!,Service,,,
Great food and amazing service I would love to go back and try many of the other dishes they have. Best Sit in Mexican food in Vegas. Highly recommended.,Service,,,
We had dinner here on a Friday afternoon. No customers except for us. It was really hot in there. It seemed like the a/c was off but the fans helped a little. \n\nNo bbq buns on that particular day which was disappointing. The rest of the dimsum items we ordered were ok. We also ordered beef chow fun and fried rice; both very good.\n\nIt took a long long time to get our food. Service was slow but friendly. Might try again.,Service,Ambience,,
I was originally excited about having another new resto in the area. However we just had brunch there today and it was an absolute disappointment. Who is running that place? Service was a gong show food undercook and it took 15 minutes to get a coffee order right. 1st and last time in that joint.,Service,,,
Cavernous Mexican restaurant at the Palms. Anytime I get west of the Mississippi and south of Oklahoma I start hoping for good Mexican food but this was just alright. Good salsa to go with the chips. I was here as part of a large group and it was certainly good for that.,,,,
This continues to be a solid bet on getting great service & great food. Very consistent. And now that season is over as locals we are starting to get back out again. We have always had great friendly fast service & the food is always good.,Service,,,
Great addition to east end of dt. This is one of the best coffee chains in my book. The interior decor is very funky and has an open concept. I love the exposed brick walls with abstract art. It has a very modern Vibe and has a very friendly and open atmosphere. with great staff and fair- priced specialty coffee beverages.,Service,Ambience,Value,
We ate here for the first time tonight. Pretty good...... I think I like Lindo slightly better but they are pretty much the same thing.,,,,
Reminded my of many meals shared with my family overseas. Great flavor and a fair price. Ordered 1 dozen which is enough for two hungry people,,,Value,
Really nice food. A bit pricey but very traditional. Oh did I mention nice food. Awesome,,,Value,
Disappointed when I first came and they ran out of green tea matcha. We instead decided to go with thin mint which was okay. Price is definitely expensive for such a small amount.,,,Value,
YUP!!!\nCan only recall ordering Tacos all night. now let me try this one and this one... oh wait how about that one.. Good Place Good Food Not Cheap good Tequilas on Shelf too!!,,,Value,
They can make a platter GF. Over rice they did change gloves and all. Food quality what is expected from a fast food restaurant. Good to know that in a pinch where no better restaurant available you can eat at a moes.,,,,
the best Japanese restaurant in Pittsburgh have to try the omakase which is absolutely deserve 100 bucks! Enjoy it,,,,
I have had my issue with this particular q.t....seriously thought I was gonna boycott. But shit happens and I really do have way more positive things to go off of. Them letting one bad incident hinder my entire perspective. Love this q t have gone here for years and will keep coming for years to come.,Service,,,
The reviews of this Subway were consistently bad. I avoided it for a month then thought that I was being silly. I went into the restaurant and it was perfectly normal. A nice young lady named Ashley made me a very nice foot long spicy Italian sub on Italian herb bread and got me a dozen chocolate chip cookies. She knew how to make the sandwich and delivered it to me in a friendly polite and professional manner. I will be returning tomorrow for another wonderful sub.,Service,,,
Been here before. The food and service is always good. Good home cooking. Wish they had booths. But still ok.,Service,,,
Meh. The main thing that would give me insomnia about this place is the price vs. what you get. Basic cookie with unremarkable taste and texture of being undercooked or over laden with fat. I like chewy but not warm and soggy. I am willing to pay for quality (see previous review) but not mediocrity. I will likely not come back.,,,Value,
Eggs Benedict is AMAZING! Only been here 3 times before my boyfriend has been there so many times in his life they remember him lol,,,,
Good lunch spot. I like that they have a choose two option - so you can get tortilla soup and salad - and it has just a small amount of rice and beans. Perfect serving size for lunch.\n\nYou can also choose two items like a taco and an enchilada - which is also comes in a lunch serving size with small rice and beans. \n\nThe only problem is the chips - why do we have to eat so many chips!!!???,,,,
Love this place! The restaurant is in a kewl old house in downtown Glendale. Pork is bomb chicken pho killer egg rolls and service are great!,,Ambience,,
We were visiting UNC Charlotte and felt like Chinese Food and this place was nearby. Very surprised We ordered 3 main courses and everything was fantastic and so so reasonable. I had soup and the wife and kids had egg rolls and springs rolls and everyone agreed the food was great.,,,,
Pleasantly surprised - I am glad I forgot to read the reviews before I went in. We recently took the vacation of a lifetime (36 foot motor-home from Vegas to St Louis) and stopped by here. The staff was very friendly and quite knowledgeable about the area and the ice cream was fantastic! \nYou guys do a great job - definitely worth stopping by and forming your own opinion. \nAloha and Mahalo \nLanceO,Service,,,
Food is great and sushi well priced for what you get as compared to other local sushi places. Service is decent hence the 4 stars. Otherwise visit and enjoy especially for the sushi lovers.,Service,,Value,
An ok place to get a quick meal if you are really hungry and in a hurry. Beats out all of the other food court fast food by far. The chicken teriyaki with rice is great but everything else is kind of gross out of a cardboard box type food. Simply put only go there if you are in the mood for a large inexpensive portion of really good chicken teriyaki.,,,Value,
Absolutely fantastic. Wish there were more restaurants of this sort in town offering honest friendly and fresh home-cooked meals. \n\nWe tried the Gamja-Tang and the Bibimbap. They were both incredibly flavorful. Unlike many other restaurants we did not leave with a bloated feeling only with the sweet scent of our dishes. The prices were incredibly reasonable as well. A bonus for the complimentary corn tea.,,,Value,
Still an amazing restaurant love how nicely they plate every dish that comes out! Shows that every detail matters in this place :),Service,,,
Great food. Good service. They just need to be able to have separate checks. Seem to have a policy of one check per table,Service,,,
Pizza is pizza right? Wrong!!! This place has amazing Brooklyn style pizza after a nice walk around the strip we walked to New York New York and you can immediately smell pizza. I was kind of hesitant about the place but my wife really wanted to try it. There was 10 min wait for pizza since they get pretty busy. We had Hawaiian slice which was amazing! They had different types and they all looked good. Definitely should check out,Service,,,
Cash only unless above $10 (debit only). We used to go here all the time for their steamed pork buns its adequately stuffed with pork! Lots of selection for sweet cake rolls and bubble tea.,Service,,,
We had an early dinner here on Saturday with friends and family. The service and food were just very below average unfortunately. We are used to attending very good eateries throughout our travels and based on the element and menu -- was very disappointed. I am not a complainer but a moajority of our food came out cold and there was nothing extraordinary about the meals. The server should not be handling large groups of patrons because she was very dissheveled and confused.,Service,,,
I catered this pizza in for an office function a week or so ago without trying it. i did not get to try it at the work function but employees could not say enough great things about it it was obviously a huge hit at the office. so yesterday i decided to give it a try...it was really good and the salad i had too was great. i will certainly be back maybe for lunch during the work week. it is very affordable and a really nice atmosphere in the restaurant.,,,,
Line was long but the service was fast. It took me 15 minutes to reach the front of the line and 2 minutes to get my drink. Then ran to c11 because my flight was paging me. My large ice vanilla latte was worth it!,Service,,,
Service is bad. Waited for the past 10 minutes to get my coffee. Bad work technique. It was a hot mess in there. People asking for their drinks. I walked out of there without my drink. It was so messy & annoying.,Service,,,
great place to get good hearty food. definitely a go to when i want a lot of food.,,,,
When you are in Vegas forget steak and eggs you have to try the Pork Chop and eggs! Served over rice with fish sauce as a side option this is such a great deal. If you want some Pho noodles you will not t be disappointed. The soup base is great and the price is just $8. Highly recommend and better than any vietnamese restaurants i normally eat at in los angeles.,,,Value,
Great pastries and friendly service. A great escape from chain coffee shops.,Service,,,
They are not as good as the reviews. The ramen noodle was too dry the pho was not the authentic Vietnamese pho.,,,,
I love everything about this place! Great beer with great pizza!??!?! DONE AND DONE. They perfected their business model and it shows.,,,,
Went for lunch today - food was good but the service was appalling - the tea was brought out and slid across the table with two cups but not poured the waiter who took the order was disinterested and rude. We over ordered and asked for the left overs to be put into take away containers - the waitress returned with 4 polystyrene containers which she threw onto the table and walked off without a word. Service industry- ha ha!,Service,,,
GreT fast food place in yhe neigjborhood for a quick meal. Enjoy the burritos znd the burgers. However do not recommend the milk shake,,,,
Very reasonable and tasty pizza. They have a lovely thin crust that we really enjoy. The service is really good and the employees are very nice. We try fancier places but always end up back here.,Service,,,
The homemade food never disappoints. The soup and pasta is always amazing! Always ask what the special is because the owner always is trying something new and delicious!,Service,,,
Heard about this place when I vacationing here last month. We decided to come back for the Christmas holiday. This place was AMAZING!!! I especially LOVED my margarita and pastor tacos!! They reminded me of tacos I get from my favorite Taquerio!! Their chips and salsa were good too. I really felt at home listening to Chente and other classics!! I will definitely be coming back before I leave !!,,Ambience,,
Oh how I cant wait to go back here next time I am in AZ. everytime I go to a Mexican restaurant I am always now comparing it to here! The absolute best caldo de res ever!!!! Super nice staff and amazing food!,Service,,,
Love this place. Great customer service. Prices are reasonable. You get a-Lot of food for your dollar. Depending on your dish you order and what your craving the food is good. Some dishes are bland. Overall good for the family especially with the kids. The coffee Ns French toast are deicious,Service,,Value,
A. Sunday afternoon drive brought us here for a real get-away from our small world!\nWonderful view though reflection less glass to pond and waterfall with ducks and turtles delicious house margarita and real tasty Mexican food. A great getaway!,,Ambience,,
The pad thai and green curry are great!,,,,
Drive through was extremely slow considering only 3 cars in front of me plus I ordered a plain black Venti iced coffee and received one with 4 pumps of sweetener.,Service,,,
-friendly employee at the register\n-not too many selections of the frozen yogurt\n-the gummy bears was very very hard! :( - I ended up throwing them.\n-very odd store layout especially you can\'t see the employee when you come in.\n-I hope they play mus,Service,Ambience,,
My dad loves data square and thought it was fantastic! I thought the fudge was wonderful... very sweet like I love it.\n\nThe cupcakes were only average... a little dry.... hence why the overall rating is a 4 not 5!\n\nI live in a different part of Toronto and was shocked that you have to pay for parking EVERYWHERE.,,,,Location
Horrible customer service. No consideration literally just slaps the menu in front of you.,Service,,,
This place have a best service .All the employees always smile. Good customer service.,Service,,,
Nice atmosphere but the food were too salty.. The wait was t worth is and the service was poor,Service,,,
I come to here from Tucson i was starving I stopped here for lunch I was very pleased with my lunch i have the best burrito al pastor they have the best red salsa mmmmm yummy they also bring chips and salsa to your table I definitely will came back money very well spend,,,,
Enjoyed the food at this location better than the one on Queen W. The restaurant is a little more open and has a more familiar feel really cool Mexican memorabilia and decorative staples. Sharing dishes of meat are really good for groups and the Mexican specialty drinks/juices were really great.,,Ambience,,
Made my stomach cramp and hurt all day and night into the next day. All I had was a chicken burrito and chips and queso. It must have been the chicken. The pain started about an hour after eating the food. So grosssssssss,,,,
The sushi here is excellent and service was quick and friendly. If you are a sushi lover this is the place to go! Highly recommend the monkey roll.,Service,,,
Awesome place for ramen. The spicy shoyu is my favorite. Great customer service short wait for your food. I have brought different groups of friends here and most agree that the food is very authentic and delicious. Will be back again and again and again.,Service,,,
We walked in on 11/4 evening and told the blonde haired hostess in the purple shirt we would like some drinks bar was full asked for a table said it was for reservations only. Which is fine however she did not have to have an attitude and sound rude she seemed as if she did not want to serve us at all. This lady needs an attitude adjustment and should not be working in the front! Walked out will not return until you guys train your staff to have a better attitude towards guests!,Service,,,
This is one of my favorite places to eat at has very well cook food as well as very good service my favorite food off the menu is the burrito of steak highly recommended add sour cream,Service,,,
I ate here earlier this evening. Food was not good so they took a few of my items off the bill but I left hungry. I now have food poisoning and I believe it was due to the spinach dip which tasted terrible. If only you could give 0 stars. Never going back to this location.,,,,
AMAZING! A great price for a bounty of delicious food! Ordered my food with UberEATS best idea.,,,,
NOT your run of the mill Asian food!! Well done sauces that ran the gamut from Light (my wife had Naked Garlic dish that was light and slightly sweet) to Spicy (I had a Black Pepper chicken) that had strong flavor (was indicated to be spicy) Just the way I like them. \n\nAdd a little Sake and it was an excellent Dinner. \n\nExcited to see their new space sometime in October just a few miles down the road still on Cave Creek but at Tom Darlington.,,,,
Love the tuna salad sandwich! It is not mayo based so its super light and really great on toasted rye. The people that work there are super sweet which is why I love to support this local business!,Service,,,
The line inside took 20 minutes. Two groups ahead of me in line gave up and walked away without ordering. The only thing that was positive was that they had the pumpkin doughnuts my wife requested. Otherwise the doughnut selections was poor.,Service,,,
Love this place have gone there 4 years remember the father very well sweet great loving had family working there Aunt packed often when they needed an extra hand great fund raisers 2 have really gone global now sold in Giant Eagles  Pgh airports 2 can order on line always great place 2 go,Service,,,
"This pizza was great. Worth the ""Secrecy"". I totally wish they had seating inside (or more seating than 1 bar stool). I probably would have gotten another slice. But by the time I found somewhere to sit I was too far to go back for more!",,Ambience,,
They have delicious Mediterranean food here. The prices are very decent. The staff are super friendly. Will definitely go back!,Service,,Value,
this is absolutely the worst sushi place i have ever been to. Their service is absolutely horrible their staff is rude and their food doesnt taste fresh. Save your money as there are so many other places that are way better.,Service,,,
We stopped here for dinner our first night in Toronto. I had the pineapple salmon and a beer. I thought the food was good and reasonably priced. I would come back again if I was in town as it was an easy walk from the hotel.,,,Value,
Good fresh sliced quality meats and cheese. They also serve Eegees slushes. What could be better?,,,,
Looking for a place to hang with friends? This is the place. Looking to grab a beer and watch the scenery alone? This is the place. Looking to grab something to eat? This is the place. No matter what time my friends and I stop by the bartenders are friendly and the food is good. We have eaten everything from the appetizers to the delicious cheese tortellini (that could rival many of the high priced strip restaurants).,,Ambience,,
One of my favorite places to eat. Literally everything is ridiculously good. Favs are the Bulkogi Salmon Terriyaki Chicken Mac Salad and the Island Wings. Simple yet amazing food.,,,,
So happy to find this place!!! As a native east coaster I have spent the past 8 years looking for good chinese food like back home! Well the search is now over. The food is AWESOME! Tastes like Chinatown back in NYC! Ordering online is so easy and its priced perfect for a quick lunch! Can not wait for the hubby to try!!!,,,,
The donuts are usually pretty good but my berverage order is pretty much always messed up and takes forever to get. Average at best.,Service,,,
My friend and I stepped out for a quick bite to eat. Neither of us were impressed with the quality of the food.,,,,
Have not been here for a while food is still mediocre ordered steak & wedge salad and cob salad both not tasty steak sent back as it was cold chicken on cob salad dry and flavorless . While servers are always nice Service is always bad only customers in whole restaurant and had to get steak sauce on our own as server forgot it.\nManager Tiffany very nice comp meal as it was not that good.,Service,,,
The pizza is always delicious. As a tradition my friend and I come for birthdays because they send a free large pizza coupon if you sign up for their birthday club. We ordered the pepperoni pizza for my friends birthday. And it was amazing.,,,,
"The ""Big Rig"" Pasta calls my name more often than I\'d like. Living close to this much delicious pasta and deep dish pizza is rough on the waist line. Always great service especially outside at the bar.",Service,,,
This is one of the best sushi bars I have ever eaten at. The fish is so fresh and they have AMAZING low carb rolls.,,,,
First time trying this location. Had a question on a new drink I wanted to try but I was quickly brushed off and assumed I ordered. Ended up getting my drink quite quickly only good thing about it. Did not have a chance to properly order my beverage.,Service,,,
Good azzz pizza mmmm tasty. Tomato sauce is nice and sweet  great wings.,,,,
This was an insult to Thai food around the world. My panang curry was melted peanut butter with veggies.,,,,
The pho broth tasted a little watered down but overall not too bad. We were sitting in the corner of the restaurant so we may have been forgotten :(,Service,,,
"Bought four squares today. \n\nHaven\'t been there in a while so hey ! \n\nOpened up the box expecting a taste sweeter than gold \n\nTo my surprise the first two squares were filled with mold. \n\nThrew out the box crying ""Baking fresh things should be #1 and down packed!""\n\nEnding this poem.... I\'ll never be back.",,,,
Pizza slice is thick but the size is small. It does taste delicious but for one person I think you need two. A slice is about $3.50 but really depends what you get. I like the crust because its not oily and at the same time its crunchy. There is a line up outside during lunch time but it moves pretty quick because you order the pizza and they give it to you right a way and you walk to the counter to pay. \n\nIts located in the food court 2nd floor at Bow Valley Square.,Service,,Value,
The nicest owners you could ask for. I came in with an Italian recipe and no clue how to execute it. They talked me through the recipe and how to cook the ingredients. If you want quality italian ingredients and great customer service then look no further. Their sandwiches look amazing too.,Service,,,
Asian Legend food is normally good but not this one. They quality is not even half of the other one.,,,,
Very friendly and nice environment for studying. Relaxing background music as well. Free water and good coffee.,,Ambience,,
I heard great things about this Restaurant. However the food was very greasy and restaurant appeared kind of dirty. Unfortunately I cannot recommend.,,Ambience,,
If you are looking for AUTHENTIC Mexican food give this place a try! I ordered a 3 item combination consisting of a flautaenchilada and taco and it was delicious. After checking out I was approached by Juanita the cook and owner to ask about my meal she is truly a great person and I could see that she really wants to provide the best Mexican food possible.,Service,,,
This place is gross. I got the green chili burro and a chili relleno and they were horrible. The green chili burro taste like cat food and relleno was frozen. The only thing that was ok was the salsa and the service. I will never go to macayos again.,Service,,,
We found a bug in our noodles. Disappointing at the handling of the situation. Would not recommend this place for sanity concern.,,,,
O.J. was DELICIOUS! \nFood was yummy. \nService was very polite helpful and efficient. \nLower marks given because they DO NOT have butter in this establishment at all margarine only... blech!\nWhat kind of a breakfast place only has margarine?,Service,,,
Tried this place with the little one after a visit to the mall.\n\nWe were both very disappointed. The food was absolutely terrible. Neither of us could eat more than a few bites and then we left. \n\nI can in no way recommend this location and suggest going somewhere else.,,,,
Had a great blueberry muffin and a coffee. The regular brewed coffee was good and the muffin excellent. The staff is super friendly and there is lots of seating as well as free wifi if you are in the need. Located right down town and convenient for shopping.,Service,Ambience,,Location
Great service. Cashier was super nice and let us change our order last second!\nGreat service. Cashier was super nice and let us change our order last second!\nGreat service. Cashier was super nice and let us change our order last second!,Service,,,
Super cute cafe! Visited just this morning. Sat down with my partner to plan our day. I got a chai latte with the almond/coconut milk and it was delicious. Staff was really friendly and offered suggestions of fun things to do in the area. We wish we had a cafe like this near us.,Service,,,
Really good basil pesto mayo. I always enjoy the different meats and veggie toppings. Love the fresh ingredients and bread yum!,,,,
Amazing Italian food. The appetizers are amazing as well with the bruschetta bread and meat. Salmon was brain healthy and yummy. Cheesecake is amazing. Direct viet of the Palms Resort from where I am sitting. Definitely an awesome place,,,,
My husband and I recently went to 5 and Diner on a Sunday morning and we were impressed. Not only is the decor cute and retro we had fantastic service and our breakfasts were wonderful! It was really a nice surprise. We plan to go back again soon.,Service,Ambience,,
New place and excellent Thai food. Very friendly staff and nice decor. Best in Akron is my vote,Service,Ambience,,
efficient and friendly staff. we tried a few tacos and their pork torta. all excellent. would have to try a few more entrees to see if they qualify for the top tier of mexican restaurants,Service,,,
The only 2 things that stand out for this place is the price and the portion.\n\nThe foods here taste awful. I would rather cook myself a instant noodle and would be more satisfied.,,,Value,
Good fresh food. Ok prices but friendly staff. Crawfish pivot was tasty and fresh. Fried okra was good and fresh.,Service,,,
Hubby and I find ourselves making any excuse to make the 20 minute drive into Charlotte from Huntersville for NJC cappuccino. Fast becoming a Saturday habit. Getting a bite or bread for home at the Local Loaf is a must. Love the fact that all businesses here are local.,,,,
Very delicious guacamole love their margaritas! The kids meals are good price and the kids loved it!! Love their shrimp ceviche dynamite.,,,Value,
Fast friendly subway standard but they ran out of soup on a cold chilly day and I had to wait in the loooong lunch sandwich line to find out.,,,,
Love their pizza! Eat here a lot! Love the big New York style slices you have to fold to eat.,,,,
We have been going here for years This place has some really good food delicious wings and pizza Have also tried the alfredo very good.,,,,
This place is great!!!!!! They are a small shop and provide personalized service. The kielbasa is the best around and they also make homemade sauerkraut. The smoked slab bacon is amazing. I would highly recommend checking this place out.,Service,,,
I am not sure that I have the words to do justice to my experience with this restaurant tonight.\nIn short it was absolutely fantastic.\nThe name is what initially brought me in with hopes of an Italian family experience I was not disappointed.\nPortions were generous the staff was incredibly friendly and the atmosphere warm.\nTo top it off the food tasted amazing.\nI will definitely be returning.,,,,
This is absolutely the worst pizza i have ever had never again. They shoild be out of business  lil ceasars is way better an that aint sayin much,,,,
This place is in the Santa Fe Resort and Casino. Food was great!! The service was first rate!. The manager was constantly checking on guests to see how the food and service was. The place was super busy and the staff handled the crowd well. The chips and salsa awesome!!!!,Service,,,
The restaurant is in a beat up neighborhood but the inside is cozy. We had the seafood and tofu soup which was alright not as good as other places. We also had the pork wraps and the pork was too sweet and not lean not my favorite. Service was alright. We enjoyed the side dishes though the best part of eating Korean food.,Service,Ambience,,Location
We had a small issue which was promptly resolved by the manager and I absolutely love the food here! Customer service is obviously paramount at this Calgary staple restaurant! Try the dumplings ;),Service,,,
Pizza was very good. It was not over nor undercooked; just perfect. It had good taste and was prepared with quality products. The wings were good. They were well seasoned. The cheese sticks were also very good. My order for pick up was on time and they provided quick and easy service. The restaurant was busy on a Friday evening at 6pm. Parking was readily available.,Service,,,Location
My favorite place to get donuts! The lady was really nice; she gave me a free donut with my order.,Service,,,
Chips and salsa were good. They brought me three types. My steak tacos were solid. Girlfriend thought her grilled fish taco was really good. Sat at the bar where we received great service.,Service,,,
The 4 stars are for the icecream\nBest in town real italien gellato \nThe restaurent is not\n that good and to $$$ for what u get,,,Value,
DELICIOUS Stuffed Pizza. Takes a while to get to you but it is worth every minute of it. Also it looks small but it super filling.,Service,,,
Small Portions Expensive Meals.\n\nThe food is extremely tasty and is authentic as it gets HOWEVER the portions are extremely small with price tags on the very expensive end.\n\nCool ambiance and good selection of drinks and authentic Mexican Cuisine.\n\nFor value this is not the place to go to.\n\nIf you want to taste real Authentic Mexican Playa Cabana is where to go. \n\nThe Chorizo Tacos are amazing!,,Ambience,Value,
This is definitely one of my FAVORITE yogurt places to go whenever I feel depressed. My favorite flavors are cake batter tigers blood and pumpkin pie. Their yogurt always warms my broken heart. I especially like going to this place because one of the employees is so cheery and brings joy to my life !,Service,,,
I am literally addicted to this place! This is the only ramen i will swear by! Iv been coming here for years now and its my favourite place to eat. Its a small quaint place with very friendly staff they have a variety of different ramen all with a unique flavour. The spicy ramen is what first turned me to this place but now the shoyu is my absolute fave! Nothing can compare with this restaurant you will not be disappointed!,Service,,,
Good food but not as good as their other locations. Someone needs to manage the service. Three bad experiences with poor service.,Service,,,
In town for a triathlon event at UIUC. Loading up on spicy shrimp tempura tuna Philadelphia roll Love-Love roll green turtle roll and ended with a University roll. Fabulous. Fresh! Tasty! Highly recommend!,,,,
"Totally looks like a typical ""Bertos""... but it\'s SO much better! Caritas was the bomb... the shredded beef had great flavor and the shrimp were fresh. If you like flan get theirs... it\'s delicious!! Staff are very friendly!",Service,,,
HORRIBLE! I ordered my food at 7pm and as I am writing this review still have not received my food for delivery (8:33pm) so pathetic . Never order from this place !,Service,,,
I Really Like this Place. Their Hot Dogs are always good. One of my favorites here is the cheeseburger. It has a very good taste to it. Also Their fries are coded whick gives them a good flavor.,,,,
This place was lovely and the service was too! The chef even made delicious mussels without cream to accommodate my preference (and just to be kind). They were so excellent that I felt I must write a review. Well done and I wish you much success Le Baratin!,Service,Ambience,,
Food is good but too bad they never keep a schedule. We have been there 4 times and they were only open twice.,Service,,,
Great service ... excellent food the breakfast was just as good as your sunset grill ... the price was good for two people breakfest or will cost $24.00 with tax. The owner is really nice and friendly .. definitely recommend coming here for all day breakfest,Service,,Value,
I enjoy eating there lunch they always get me in and out. the pizza is amazing and love their hogie sandwich I highly recommend you to try them!,,,,
One word great for both service and food. I ordered your creation and everything was fresh. Loved it. Will be back and bring friends.,Service,,,
Huge veal sandwich fresh bun added mushrooms and I got a mild. \nThis is still the king in Etobicoke. I could only eat 1/2 and took the rest home.\nSurprised that service was so fast just after one p.m.\nNot as busy as I remember\n I always will go back. Private parking lot BUT BURGERS PRIEST OPENING NEXT DOOR!!,Service,,,Location
Depending on where in the vegas area you live this place is a must try. Family owned Chicago style pizza as well as many other dishes salads and soups. \n\nRoughly 20 tables family style servings friendly staff. It is a bit pricey $34 for a wonderful pan style pizza salad for two and sodas. Did I say the pizza was amazing?\n\nWe will be back again.,,Ambience,Value,
I wouldnt exactly call this a seafood buffet. I use to frequent this buffet before the change over and found the food exactly the same. However the seating layout seemed better,,Ambience,,
Food was kind of bland to me. Wayyy too spendy. My boyfriend did enjoy their seafood selection though and the bottomless drinks were nice.,,,Value,
Just discovered this gem. I had the spicy Coco soup (YUMMY!!!) and the Chicken Pad Thai (also very tasty!) prices are very reasonable for this level of Thai food and the owners are super nice.,Service,,,
Fresh and tasty veggies plus lean meat with sauce that is complex and freaking awesome. \n\nThe food is amazing for Chinese but the service will blow your mind. The general manager came out to see how we liked our meal. He even brought out a flower for my wife because mothers day was the next day. \n\nFor fast casual Chinese food this rocks.,Service,,,
Clean fresh ingredients gluten free options. Great place! A bit too liberal with the olive oil but this may have been due to our pizza selections.,,,,
Food was Awesome Delivery time wasnt that bad. Defiantly eating here again.,Service,,,
I have been sitting in the drive through for over twenty minutes now. This is unbelievable.,Service,,,
